time,price
09:15:30.0000000000,935075
09:16:00.0000000000,935975
09:16:30.0000000000,936725
09:17:00.0000000000,936860
09:17:30.0000000000,937630
09:18:00.0000000000,937180
09:18:30.0000000000,937145
09:19:00.0000000000,937085
09:19:30.0000000000,937505
09:20:00.0000000000,937820
09:20:30.0000000000,938315
09:21:00.0000000000,938355
09:21:30.0000000000,937750
09:22:00.0000000000,938135
09:22:30.0000000000,938580
09:23:00.0000000000,937940
09:23:30.0000000000,938005
09:24:00.0000000000,937790
09:24:30.0000000000,937505
09:25:00.0000000000,938385
09:25:30.0000000000,939660
09:26:00.0000000000,938555
09:26:30.0000000000,938980
09:27:00.0000000000,938970
09:27:30.0000000000,938455
09:28:00.0000000000,938025
09:28:30.0000000000,938620
09:29:00.0000000000,938240
09:29:30.0000000000,937965
09:30:00.0000000000,937535
09:30:30.0000000000,938500
09:31:00.0000000000,940080
09:31:30.0000000000,940110
09:32:00.0000000000,940680
09:32:30.0000000000,940370
09:33:00.0000000000,939985
09:33:30.0000000000,940570
09:34:00.0000000000,941340
09:34:30.0000000000,941255
09:35:00.0000000000,941020
09:35:30.0000000000,941775
09:36:00.0000000000,942080
09:36:30.0000000000,941825
09:37:00.0000000000,942915
09:37:30.0000000000,943125
09:38:00.0000000000,942975
09:38:30.0000000000,943020
09:39:00.0000000000,942195
09:39:30.0000000000,942495
09:40:00.0000000000,942375
09:40:30.0000000000,943665
09:41:00.0000000000,943740
09:41:30.0000000000,943170
09:42:00.0000000000,942935
09:42:30.0000000000,943165
09:43:00.0000000000,942620
09:43:30.0000000000,942660
09:44:00.0000000000,942275
09:44:30.0000000000,942695
09:45:00.0000000000,942230
09:45:30.0000000000,942265
09:46:00.0000000000,941885
09:46:30.0000000000,941530
09:47:00.0000000000,941910
09:47:30.0000000000,941875
09:48:00.0000000000,941635
09:48:30.0000000000,941640
09:49:00.0000000000,941350
09:49:30.0000000000,941465
09:50:00.0000000000,941625
09:50:30.0000000000,941120
09:51:00.0000000000,941285
09:51:30.0000000000,941020
09:52:00.0000000000,941290
09:52:30.0000000000,941140
09:53:00.0000000000,940485
09:53:30.0000000000,940455
09:54:00.0000000000,940790
09:54:30.0000000000,940825
09:55:00.0000000000,941080
09:55:30.0000000000,940520
09:56:00.0000000000,941390
09:56:30.0000000000,941830
09:57:00.0000000000,941730
09:57:30.0000000000,941890
09:58:00.0000000000,941540
09:58:30.0000000000,941655
09:59:00.0000000000,941185
09:59:30.0000000000,940995
10:00:00.0000000000,940930
10:00:30.0000000000,940480
10:01:00.0000000000,939665
10:01:30.0000000000,939815
10:02:00.0000000000,939890
10:02:30.0000000000,940415
10:03:00.0000000000,940880
10:03:30.0000000000,940635
10:04:00.0000000000,940250
10:04:30.0000000000,940330
10:05:00.0000000000,939800
10:05:30.0000000000,940265
10:06:00.0000000000,940485
10:06:30.0000000000,940285
10:07:00.0000000000,940245
10:07:30.0000000000,939565
10:08:00.0000000000,939190
10:08:30.0000000000,939435
10:09:00.0000000000,939375
10:09:30.0000000000,938915
10:10:00.0000000000,939150
10:10:30.0000000000,939660
10:11:00.0000000000,938855
10:11:30.0000000000,938665
10:12:00.0000000000,938450
10:12:30.0000000000,938665
10:13:00.0000000000,938670
10:13:30.0000000000,938875
10:14:00.0000000000,938855
10:14:30.0000000000,938820
10:15:00.0000000000,938475
10:15:30.0000000000,937455
10:16:00.0000000000,936615
10:16:30.0000000000,937360
10:17:00.0000000000,937545
10:17:30.0000000000,937365
10:18:00.0000000000,937925
10:18:30.0000000000,938615
10:19:00.0000000000,937590
10:19:30.0000000000,937180
10:20:00.0000000000,937090
10:20:30.0000000000,936880
10:21:00.0000000000,937175
10:21:30.0000000000,937510
10:22:00.0000000000,937240
10:22:30.0000000000,937655
10:23:00.0000000000,937890
10:23:30.0000000000,937520
10:24:00.0000000000,936980
10:24:30.0000000000,937075
10:25:00.0000000000,936625
10:25:30.0000000000,936905
10:26:00.0000000000,937060
10:26:30.0000000000,937695
10:27:00.0000000000,937270
10:27:30.0000000000,937865
10:28:00.0000000000,938395
10:28:30.0000000000,938120
10:29:00.0000000000,938435
10:29:30.0000000000,938635
10:30:00.0000000000,938450
10:30:30.0000000000,937885
10:31:00.0000000000,938175
10:31:30.0000000000,938355
10:32:00.0000000000,937960
