timestamp,spot,oi_C_0.000000,oi_C_0.100000,oi_C_0.200000,oi_C_0.300000,oi_C_0.400000,oi_C_0.500000,oi_C_0.600000,oi_C_0.700000,oi_C_0.800000,oi_C_0.900000,oi_P_0.000000,oi_P_0.100000,oi_P_0.200000,oi_P_0.300000,oi_P_0.400000,oi_P_0.500000,oi_P_0.600000,oi_P_0.700000,oi_P_0.800000,oi_P_0.900000,ntp_C_0.000000,ntp_C_0.100000,ntp_C_0.200000,ntp_C_0.300000,ntp_C_0.400000,ntp_C_0.500000,ntp_C_0.600000,ntp_C_0.700000,ntp_C_0.800000,ntp_C_0.900000,ntp_P_0.000000,ntp_P_0.100000,ntp_P_0.200000,ntp_P_0.300000,ntp_P_0.400000,ntp_P_0.500000,ntp_P_0.600000,ntp_P_0.700000,ntp_P_0.800000,ntp_P_0.900000,volume_C_0.000000,volume_C_0.100000,volume_C_0.200000,volume_C_0.300000,volume_C_0.400000,volume_C_0.500000,volume_C_0.600000,volume_C_0.700000,volume_C_0.800000,volume_C_0.900000,volume_P_0.000000,volume_P_0.100000,volume_P_0.200000,volume_P_0.300000,volume_P_0.400000,volume_P_0.500000,volume_P_0.600000,volume_P_0.700000,volume_P_0.800000,volume_P_0.900000
09:20:00.0000000000,2154584.1046,370840.0000,1122700.0000,175900.0000,700100.0000,180940.0000,455160.0000,200140.0000,378420.0000,219600.0000,273980.0000,614260.0000,1439120.0000,246320.0000,567580.0000,322800.0000,17620.0000,56740.0000,16620.0000,13180.0000,0.0000,1749190800,6070730800,4439575600,15433942800,10492205700,19742302700,3690295600,4531244800,1181198700,532656800,1068987400,6426847900,4075758300,11067246000,1751784200,1751784200,1758030900,186660200,9137700,0,176300,923260,183320,665460,303580,408880,84760,67700,11480,3440,238140,651700,212580,411560,261620,31980,23320,1680,60,0
09:25:00.0000000000,2159799.8160,364000.0000,745300.0000,719380.0000,749520.0000,165420.0000,556320.0000,201760.0000,389060.0000,220540.0000,273380.0000,645400.0000,1570300.0000,311860.0000,736860.0000,293300.0000,18140.0000,63360.0000,17080.0000,13180.0000,0.0000,942599700,3589669700,8714753000,16672444200,10302987700,24401652100,5455377300,4160588900,1483266900,591205900,1111653300,4991374200,4479577600,9427862100,668801800,668801800,1266060600,372135600,0,0,298140,997640,1295640,1321180,469260,1039660,172140,121100,24760,6860,446060,1185260,352880,891740,530700,23580,39240,5160,60,0
09:30:00.0000000000,2164728.1419,376340.0000,716260.0000,737620.0000,829360.0000,242580.0000,538220.0000,237620.0000,406340.0000,53600.0000,452760.0000,1491540.0000,809520.0000,811340.0000,271840.0000,362200.0000,80260.0000,5500.0000,17240.0000,13160.0000,0.0000,414887400,2937006800,6856121400,15449973800,10605139800,22928363200,6872722300,6146600500,1755497400,831861700,1094074000,4089538900,5654706300,6878847400,1092057100,1092057100,873590000,453029700,15064500,0,411120,1222160,1732160,2003220,910380,1408720,396520,224000,13420,44780,1169980,1121000,1239460,463500,804320,90040,2400,8960,140,0
09:35:00.0000000000,2171816.7402,348460.0000,769480.0000,714560.0000,230320.0000,821780.0000,658880.0000,203460.0000,413660.0000,77860.0000,451280.0000,1505840.0000,918800.0000,810000.0000,304480.0000,325380.0000,70340.0000,7100.0000,15820.0000,13200.0000,0.0000,654448900,3486707700,7463724300,12050750600,14413919700,24102070500,5773763300,6141520900,567285200,1550420400,1457026900,3477268300,9067728700,5468858100,2468619700,2468619700,51591300,456756400,11685800,0,478880,1742060,2086540,769780,2783080,2346540,396900,375500,27360,57660,1454680,1553400,1699540,697320,898440,106840,3200,13280,220,0
09:40:00.0000000000,2171039.9577,388160.0000,749140.0000,799780.0000,871720.0000,148080.0000,648380.0000,205620.0000,418500.0000,222600.0000,278040.0000,1501340.0000,952360.0000,863380.0000,315760.0000,381460.0000,87160.0000,5680.0000,21840.0000,13240.0000,0.0000,427362100,2226592600,5351882600,8690931500,10091658200,15892318400,3404744800,3502019900,632350300,951100800,1160557600,2772861000,6332665400,4378098200,2236173100,2236173100,82873900,377278700,47810700,0,649140,1979500,2633900,3151720,872260,2674620,445320,434300,66520,19220,1683700,1815800,2005380,842340,1107220,143900,4080,17220,580,0
09:45:00.0000000000,2174862.7989,386180.0000,805600.0000,764200.0000,254540.0000,866420.0000,213640.0000,634220.0000,405780.0000,222180.0000,277240.0000,1518080.0000,966260.0000,921220.0000,316260.0000,406960.0000,96760.0000,7860.0000,20240.0000,13340.0000,0.0000,622875800,2622681300,5162662700,4501913400,19989261600,11338854600,10490890900,3347050500,594785500,701658500,1999430900,3329865700,7782344300,3825875600,2589811800,2589811800,146203600,736361500,63958300,0,711920,2406720,2769820,1116500,3955980,1292760,2254880,474960,74020,21040,2046640,2120820,2395520,976480,1297560,188260,6280,24700,1020,0
09:50:00.0000000000,2179599.6590,392880.0000,755460.0000,806000.0000,261640.0000,710980.0000,304460.0000,628620.0000,371540.0000,243540.0000,276320.0000,1585500.0000,916940.0000,1058700.0000,579520.0000,123860.0000,89100.0000,5600.0000,20600.0000,13380.0000,0.0000,522515700,2951915200,8153462300,6478914000,18731642400,13399895000,16590136100,7437793400,903838800,1232216900,1546621500,3851181300,7951380100,10609625700,2782399500,2782399500,180296800,373114200,61475700,0,847420,2534760,3546300,1378620,3826080,2283220,2532200,546140,98720,24220,2499440,2327220,3171720,1996060,435220,198340,5700,28720,1520,0
09:55:00.0000000000,2166095.4128,336720.0000,878180.0000,803620.0000,885300.0000,305420.0000,521960.0000,236140.0000,357460.0000,216060.0000,341320.0000,622480.0000,1767800.0000,1026480.0000,417340.0000,429860.0000,76940.0000,101740.0000,22180.0000,13580.0000,0.0000,476652800,3031652200,7877926400,11446200600,14425121600,16240805600,8162985400,4999257400,924307100,695058100,1445386800,4505469500,9092792100,7445076200,5863671700,5863671700,479877000,309080900,11217800,0,1082980,3545940,3755660,5087540,2414120,2911040,747720,493240,84080,34540,1205240,4031080,3228580,1686120,1780940,308100,247940,32600,1660,0
10:00:00.0000000000,2169179.6490,346640.0000,821740.0000,903360.0000,894620.0000,188520.0000,649200.0000,233620.0000,350360.0000,214600.0000,340260.0000,1528260.0000,882820.0000,1088720.0000,358260.0000,459540.0000,131760.0000,6960.0000,22320.0000,13580.0000,0.0000,240892300,1888793200,4671131100,9164870700,5530871300,11274038900,2915817000,1916950000,626529100,279599800,1001715700,2595699000,5759765300,4117650500,2492282400,2492282400,1149314900,624388100,38275100,0,1153740,3395400,4520080,5441540,1556400,4156460,795120,516180,89140,36160,2842180,2835860,3839060,1523540,2192180,415280,11660,38880,1940,0
10:05:00.0000000000,2173479.0218,350460.0000,823140.0000,821060.0000,281860.0000,875760.0000,656400.0000,234020.0000,335440.0000,228240.0000,339460.0000,1541760.0000,995360.0000,1008240.0000,370380.0000,476380.0000,135420.0000,7560.0000,24880.0000,14020.0000,0.0000,251448300,1787944500,4166706400,3036243800,11390354600,8465042600,4240824500,1893844700,711685300,203270300,1070956300,2111738900,4245223600,2698828900,2351196700,2351196700,65140100,178675900,63255400,0,1228640,3632380,4364480,1885220,6034340,4379640,818760,524380,105840,37340,3056600,3348840,3742320,1620020,2376080,457440,12580,40760,2360,0
