timestamp,spot,oi_C_0.000000,oi_C_0.100000,oi_C_0.200000,oi_C_0.300000,oi_C_0.400000,oi_C_0.500000,oi_C_0.600000,oi_C_0.700000,oi_C_0.800000,oi_C_0.900000,oi_P_0.000000,oi_P_0.100000,oi_P_0.200000,oi_P_0.300000,oi_P_0.400000,oi_P_0.500000,oi_P_0.600000,oi_P_0.700000,oi_P_0.800000,oi_P_0.900000,ntp_C_0.000000,ntp_C_0.100000,ntp_C_0.200000,ntp_C_0.300000,ntp_C_0.400000,ntp_C_0.500000,ntp_C_0.600000,ntp_C_0.700000,ntp_C_0.800000,ntp_C_0.900000,ntp_P_0.000000,ntp_P_0.100000,ntp_P_0.200000,ntp_P_0.300000,ntp_P_0.400000,ntp_P_0.500000,ntp_P_0.600000,ntp_P_0.700000,ntp_P_0.800000,ntp_P_0.900000,volume_C_0.000000,volume_C_0.100000,volume_C_0.200000,volume_C_0.300000,volume_C_0.400000,volume_C_0.500000,volume_C_0.600000,volume_C_0.700000,volume_C_0.800000,volume_C_0.900000,volume_P_0.000000,volume_P_0.100000,volume_P_0.200000,volume_P_0.300000,volume_P_0.400000,volume_P_0.500000,volume_P_0.600000,volume_P_0.700000,volume_P_0.800000,volume_P_0.900000
09:20:00.0000000000,3226890.8574,1694040.0000,1152780.0000,1496600.0000,405640.0000,344300.0000,116640.0000,33060.0000,94880.0000,15100.0000,15060.0000,1376000.0000,465000.0000,832400.0000,477440.0000,452380.0000,499540.0000,390560.0000,320320.0000,109200.0000,64320.0000,959378900,1515982000,4739437500,5297360500,4253558800,2703092200,826708500,850694400,162469700,2600000,502427300,1442749200,3155249000,3242179000,7739974400,7739974400,5969517700,4502088700,2196915700,1894274800,705160,567040,1005160,366640,274940,122320,27360,23620,2020,560,561580,478940,572800,387200,483240,511700,291480,178680,75500,26060
09:25:00.0000000000,3225348.4909,2228800.0000,1321120.0000,1002100.0000,490920.0000,449220.0000,175820.0000,41780.0000,109140.0000,11680.0000,20340.0000,1481220.0000,520080.0000,918580.0000,547540.0000,544660.0000,549120.0000,384560.0000,328920.0000,166640.0000,47800.0000,778978000,1765382200,4269251900,4473611600,5420707000,3574169600,717193700,1071684400,66066000,57585900,379024200,1352756500,3346508600,3192929700,8575525400,8575525400,7293196400,5532923300,2202559800,783127200,1615860,1307500,1108100,816080,659320,305300,54980,55860,2640,1640,924580,871400,1132140,756020,1063180,1022940,614940,363960,164800,17800
09:30:00.0000000000,3226907.3805,1698460.0000,1183620.0000,1816140.0000,516480.0000,608720.0000,210800.0000,44300.0000,114960.0000,11460.0000,20840.0000,1490680.0000,529560.0000,969260.0000,562020.0000,579920.0000,664200.0000,317920.0000,317520.0000,168880.0000,48220.0000,390747400,1481028100,2466854500,2807919400,2851210500,1922671700,407578800,633967200,43703100,3912000,331759300,915974400,2130679200,2241509100,4827133600,4827133600,5176920400,2621564000,1248581000,285684900,1464640,1436920,2395340,1103620,866300,405720,70920,75120,3420,1680,1211160,1145580,1490060,1015680,1404100,1308620,840940,451800,198260,21480
09:35:00.0000000000,3222014.9194,2268440.0000,1389740.0000,1120920.0000,534580.0000,621960.0000,209340.0000,154880.0000,7260.0000,26580.0000,5980.0000,1483800.0000,541500.0000,995080.0000,571720.0000,585540.0000,671760.0000,0.0000,319640.0000,317400.0000,217300.0000,423105600,1395860100,2539323300,2658235100,2482522100,2237803900,761874800,579317200,12717600,17051500,247608500,1066246800,2355820800,2249132600,5431255400,5431255400,4177628600,3046406100,1268652100,624024400,2685860,2101240,1732660,1381520,1049780,526200,188620,5120,5500,80,1441880,1453960,1880320,1270580,1754300,1623000,0,1022940,552480,262580
09:40:00.0000000000,3224067.9464,2310580.0000,1405400.0000,1157520.0000,574920.0000,649300.0000,229940.0000,49380.0000,125320.0000,26220.0000,6420.0000,1499620.0000,599520.0000,1026480.0000,561860.0000,603720.0000,674660.0000,307100.0000,318360.0000,112680.0000,102800.0000,515198900,1256851600,1712164800,2138939900,2142014100,1730826500,1038866700,218063500,2502000,2537200,207499500,645244700,2316044400,1994071800,2794963900,2794963900,2739325600,2833743700,1721754100,975564400,3106760,2454140,2002140,1612660,1212140,614860,117320,122500,5520,320,1638900,1707020,2218140,1493700,2056000,1875120,1162180,619520,213280,81080
09:45:00.0000000000,3221668.1646,2289920.0000,1421440.0000,1204740.0000,606240.0000,646960.0000,241620.0000,169900.0000,9800.0000,26640.0000,5980.0000,1527940.0000,629400.0000,1106260.0000,554980.0000,608600.0000,754860.0000,0.0000,323060.0000,312920.0000,217320.0000,395460500,1089730700,1617566200,1965128600,1729150000,1749578300,692794000,46374600,9860000,2532000,175536400,805270200,2269029000,2245922400,2250536400,2250536400,1865944200,3683670100,1488481600,860799100,3415920,2768540,2262100,1829900,1345900,708160,260140,9740,5920,140,1817100,1942800,2585280,1741500,2364280,2078120,0,1328660,673180,315340
09:50:00.0000000000,3221480.2286,2273300.0000,1411980.0000,1221760.0000,636880.0000,671180.0000,274140.0000,176340.0000,10240.0000,26460.0000,5980.0000,1540020.0000,642680.0000,1106200.0000,549320.0000,595640.0000,645080.0000,0.0000,341280.0000,417940.0000,100940.0000,537274000,1452402600,2047870000,2934925000,3790183200,4068789500,1301748200,120345500,49394300,0,358172300,807697800,3122858200,3147818500,1884300200,1884300200,4358767500,5377370000,2897195800,1296244400,3869340,3213180,2615400,2176620,1631640,919600,341620,11600,7720,140,2182580,2326400,2985420,2077840,2827000,2390920,0,1544740,1010260,97500
09:55:00.0000000000,3221638.1068,2245340.0000,1408300.0000,1259540.0000,669740.0000,627660.0000,340680.0000,54620.0000,137360.0000,16180.0000,16000.0000,1557860.0000,702580.0000,1139480.0000,555600.0000,621760.0000,597720.0000,377220.0000,298240.0000,114040.0000,100240.0000,333130900,837892900,1469440500,1624985400,2238218100,2601151200,725691900,347756500,14816000,2982700,242790200,707462200,1337057000,1648004000,3487262400,3487262400,2576367300,1343898300,553370300,122328600,4133300,3461020,2864220,2365240,1813120,1071220,214540,180240,5680,2480,2404400,2533080,3207420,2261360,3080220,2584160,1661260,805000,254300,99780
10:00:00.0000000000,3221075.7310,2255120.0000,1394960.0000,1273300.0000,702700.0000,620980.0000,358220.0000,181100.0000,11240.0000,26520.0000,5980.0000,1593280.0000,734680.0000,1159520.0000,564280.0000,648860.0000,0.0000,581280.0000,396380.0000,298140.0000,214120.0000,323725500,737945300,1076510300,1233110000,1392628200,1506539200,480706900,75255000,8333400,0,207213400,581613900,1283192200,1308326200,129376600,129376600,2311736900,2269075500,964609000,284521600,4407300,3694960,3053900,2513160,1929100,1156640,405140,13800,8480,140,2575820,2738740,3392880,2403560,3294200,0,2710160,1749700,840040,360920
10:05:00.0000000000,3223667.4841,2238000.0000,1390420.0000,1284320.0000,733380.0000,624040.0000,370140.0000,58120.0000,134860.0000,16240.0000,16140.0000,1593360.0000,753000.0000,1172300.0000,577100.0000,665480.0000,562820.0000,407420.0000,299760.0000,113620.0000,99880.0000,297802100,983817700,1693190700,2130730700,2313154400,2205227400,1136723900,359719800,46586200,0,187355300,994341200,1521381100,2255912200,2384592600,2384592600,2012328100,1925085300,1217470400,847878800,4644120,3983560,3330700,2752000,2109820,1280580,267620,206840,7240,2580,2753220,3044760,3661300,2667920,3570220,2889880,1869120,890180,269980,112540
10:10:00.0000000000,3222777.7546,2230020.0000,1400420.0000,1292620.0000,764660.0000,644160.0000,369180.0000,70480.0000,133900.0000,26180.0000,5980.0000,1593080.0000,786640.0000,1189420.0000,552080.0000,680260.0000,563580.0000,438580.0000,299940.0000,114260.0000,99340.0000,154329200,521389600,948445400,1142741200,1334834600,750722300,474979400,276707700,11347300,0,94044600,350164400,778082400,629809800,1423665100,1423665100,1534996200,659764400,338962000,104693000,4773900,4136720,3487660,2880820,2214600,1322880,286320,216520,9920,140,2838260,3151360,3795620,2740580,3669540,2971380,1938920,913900,274100,114340
10:15:00.0000000000,3221263.3704,2248540.0000,1401700.0000,1308700.0000,791840.0000,668120.0000,377500.0000,199120.0000,12240.0000,26460.0000,5480.0000,1606320.0000,806060.0000,1202460.0000,567540.0000,684380.0000,0.0000,576680.0000,446320.0000,312580.0000,214120.0000,200835900,442870900,856342500,1055382400,1430628900,1046538300,872246600,97774700,9391200,2502000,86787600,379064900,837549700,777833800,649681200,649681200,983836700,1185253100,1447722500,242013300,4933900,4276020,3634600,3003720,2330100,1383480,518940,19040,10220,100,2936700,3268220,3937940,2829000,3777020,0,3063420,1988320,960260,393740
10:20:00.0000000000,3220806.7933,2264900.0000,1403600.0000,1314060.0000,800480.0000,672840.0000,381380.0000,203480.0000,19640.0000,18580.0000,5940.0000,1600540.0000,811880.0000,1195880.0000,571100.0000,682420.0000,0.0000,578080.0000,440780.0000,311560.0000,214640.0000,235823800,649646600,947532700,1511438200,1311523700,1113981800,1022812600,25107600,11040800,2485000,110738400,626452200,1153074400,1305060900,119325500,119325500,1879616700,1493876600,1132649100,1030043000,5137420,4482980,3802140,3184740,2438880,1449280,559080,26120,3960,180,3048560,3454140,4129900,2974680,3917960,0,3174000,2049340,996020,416560
10:25:00.0000000000,3220630.9718,2285080.0000,1403960.0000,1326580.0000,815580.0000,676420.0000,399080.0000,209160.0000,19660.0000,19040.0000,5460.0000,1615440.0000,800540.0000,1208840.0000,568440.0000,693000.0000,0.0000,578500.0000,442280.0000,312940.0000,211120.0000,206243900,533183400,712118200,838361300,1051433700,803763100,530980500,226223600,11471100,0,83971200,365627900,932383000,802406900,1033494100,1033494100,739106800,1283231700,979486500,187983500,5319180,4644540,3923660,3282680,2523980,1495500,584800,28260,4140,120,3121920,3567020,4288140,3065860,4038180,0,3254600,2102640,1036100,422020
10:30:00.0000000000,3219904.1198,2301660.0000,1403780.0000,1352860.0000,827380.0000,689920.0000,495100.0000,130180.0000,19680.0000,19040.0000,5460.0000,1631100.0000,812840.0000,1223120.0000,559060.0000,703620.0000,0.0000,581660.0000,444040.0000,313560.0000,210240.0000,155682400,419835900,942695500,1044201200,1092676300,930985800,599127200,41482300,22617800,0,100777500,358774200,836023500,796084400,710676600,710676600,862054800,723359400,728839800,242759700,5446900,4774500,4088720,3406840,2614320,1908300,250960,28600,4440,120,3225440,3679560,4430020,3156260,4162820,0,3336800,2136260,1057500,428940
10:35:00.0000000000,3219747.3448,2303800.0000,1414300.0000,1369400.0000,825620.0000,696520.0000,504780.0000,134020.0000,19440.0000,19300.0000,5460.0000,1632620.0000,816340.0000,1217280.0000,569840.0000,703560.0000,0.0000,567720.0000,430140.0000,309400.0000,207840.0000,249102100,571946200,1352863500,2046595900,2324209800,927008900,831385000,119426400,13720100,0,134431800,428389300,1839116000,1583762700,3050825500,3050825500,2770737500,2421493700,995497000,845639400,5667400,4962220,4299800,3575440,2757600,2045940,279320,31760,4680,120,3364240,3892620,4683080,3332120,4402660,0,3487040,2233520,1097680,441260
10:40:00.0000000000,3221017.1259,2292420.0000,1423680.0000,1375720.0000,815420.0000,732780.0000,426620.0000,226800.0000,19740.0000,19420.0000,5460.0000,1632140.0000,833080.0000,1212820.0000,584660.0000,726780.0000,0.0000,573420.0000,433160.0000,311760.0000,208560.0000,154906300,412168800,854498200,1205573700,1631010400,1152252900,786878100,21795500,8630000,0,95343000,396717400,1043483100,937375700,493396600,493396600,1079770000,1143522500,830014100,319551500,5794060,5092780,4448160,3717880,2891920,1711860,708380,32280,4800,120,3471020,4016120,4863300,3439880,4548720,0,3573340,2281240,1124280,448260
10:45:00.0000000000,3219373.8565,2304820.0000,1424740.0000,1389280.0000,820880.0000,1177440.0000,89960.0000,140900.0000,19660.0000,24720.0000,0.0000,1628780.0000,840160.0000,1211340.0000,581460.0000,0.0000,742080.0000,573820.0000,433080.0000,0.0000,519640.0000,108088800,219453000,424500300,418219600,570875300,548644400,169694100,7746600,2992000,0,49612000,179142300,554385600,608321600,348698400,348698400,902879700,524274500,247860600,199868400,5879840,5160440,4522180,3767400,4673120,421280,298080,32460,4960,0,3522400,4071140,4958000,3509020,0,4624000,3623900,2302960,0,1585600
10:50:00.0000000000,3217921.3748,2300800.0000,1423100.0000,1387040.0000,1565180.0000,436200.0000,90940.0000,141440.0000,23360.0000,20440.0000,0.0000,1619940.0000,342480.0000,1710000.0000,581240.0000,0.0000,744400.0000,575600.0000,433940.0000,0.0000,517160.0000,130221300,314149500,659037300,1311982200,972155900,694741900,243008000,14221500,7054000,0,114361800,240981400,1223654600,1109738900,1580774200,1580774200,1764350800,980735500,450447200,804016600,5997280,5259760,4639200,6864520,1798180,437200,306200,34420,3480,0,3628160,1851100,7482440,3640360,0,4777840,3721380,2353660,0,1613460
