time,price
09:15:30.0000000000,1.39724e+06
09:16:00.0000000000,1.39894e+06
09:16:30.0000000000,1.39775e+06
09:17:00.0000000000,1.39964e+06
09:17:30.0000000000,1.4017e+06
09:18:00.0000000000,1.39953e+06
09:18:30.0000000000,1.39809e+06
09:19:00.0000000000,1.39824e+06
09:19:30.0000000000,1.39836e+06
09:20:00.0000000000,1.39766e+06
09:20:30.0000000000,1.39664e+06
09:21:00.0000000000,1.39292e+06
09:21:30.0000000000,1.3943e+06
09:22:00.0000000000,1.39406e+06
09:22:30.0000000000,1.39369e+06
09:23:00.0000000000,1.39134e+06
09:23:30.0000000000,1.39224e+06
09:24:00.0000000000,1.39245e+06
09:24:30.0000000000,1.39272e+06
09:25:00.0000000000,1.39215e+06
09:25:30.0000000000,1.39138e+06
09:26:00.0000000000,1.39202e+06
09:26:30.0000000000,1.38956e+06
09:27:00.0000000000,1.38956e+06
09:27:30.0000000000,1.38918e+06
09:28:00.0000000000,1.38766e+06
09:28:30.0000000000,1.38892e+06
09:29:00.0000000000,1.38906e+06
09:29:30.0000000000,1.39049e+06
09:30:00.0000000000,1.38926e+06
09:30:30.0000000000,1.38785e+06
09:31:00.0000000000,1.38687e+06
09:31:30.0000000000,1.38784e+06
09:32:00.0000000000,1.38719e+06
09:32:30.0000000000,1.38864e+06
09:33:00.0000000000,1.38841e+06
09:33:30.0000000000,1.38813e+06
09:34:00.0000000000,1.3892e+06
09:34:30.0000000000,1.3907e+06
09:35:00.0000000000,1.39228e+06
09:35:30.0000000000,1.39378e+06
09:36:00.0000000000,1.39458e+06
09:36:30.0000000000,1.39472e+06
09:37:00.0000000000,1.3954e+06
09:37:30.0000000000,1.39427e+06
09:38:00.0000000000,1.39189e+06
09:38:30.0000000000,1.39312e+06
09:39:00.0000000000,1.3942e+06
09:39:30.0000000000,1.39398e+06
09:40:00.0000000000,1.39233e+06
09:40:30.0000000000,1.3947e+06
09:41:00.0000000000,1.39475e+06
09:41:30.0000000000,1.39425e+06
09:42:00.0000000000,1.39441e+06
09:42:30.0000000000,1.39502e+06
09:43:00.0000000000,1.39448e+06
09:43:30.0000000000,1.39376e+06
09:44:00.0000000000,1.39324e+06
09:44:30.0000000000,1.39316e+06
09:45:00.0000000000,1.39324e+06
09:45:30.0000000000,1.39444e+06
09:46:00.0000000000,1.39375e+06
09:46:30.0000000000,1.393e+06
09:47:00.0000000000,1.39194e+06
09:47:30.0000000000,1.39078e+06
09:48:00.0000000000,1.39089e+06
09:48:30.0000000000,1.39206e+06
09:49:00.0000000000,1.39166e+06
09:49:30.0000000000,1.39218e+06
09:50:00.0000000000,1.3926e+06
09:50:30.0000000000,1.39264e+06
09:51:00.0000000000,1.39272e+06
09:51:30.0000000000,1.39362e+06
09:52:00.0000000000,1.39454e+06
09:52:30.0000000000,1.39546e+06
09:53:00.0000000000,1.39508e+06
09:53:30.0000000000,1.39518e+06
09:54:00.0000000000,1.39563e+06
09:54:30.0000000000,1.39599e+06
09:55:00.0000000000,1.3961e+06
09:55:30.0000000000,1.39569e+06
09:56:00.0000000000,1.39676e+06
09:56:30.0000000000,1.39681e+06
09:57:00.0000000000,1.39564e+06
09:57:30.0000000000,1.39457e+06
09:58:00.0000000000,1.39574e+06
