time,price
09:15:30.0000000000,3.64134e+06
09:16:00.0000000000,3.643e+06
09:16:30.0000000000,3.64165e+06
09:17:00.0000000000,3.64388e+06
09:17:30.0000000000,3.64656e+06
09:18:00.0000000000,3.64534e+06
09:18:30.0000000000,3.64374e+06
09:19:00.0000000000,3.64132e+06
09:19:30.0000000000,3.64123e+06
09:20:00.0000000000,3.64268e+06
09:20:30.0000000000,3.64262e+06
09:21:00.0000000000,3.64366e+06
09:21:30.0000000000,3.64444e+06
09:22:00.0000000000,3.64346e+06
09:22:30.0000000000,3.64401e+06
09:23:00.0000000000,3.64257e+06
09:23:30.0000000000,3.64071e+06
09:24:00.0000000000,3.6397e+06
09:24:30.0000000000,3.64074e+06
09:25:00.0000000000,3.64202e+06
09:25:30.0000000000,3.64214e+06
09:26:00.0000000000,3.64225e+06
09:26:30.0000000000,3.63833e+06
09:27:00.0000000000,3.63726e+06
09:27:30.0000000000,3.6362e+06
09:28:00.0000000000,3.63505e+06
09:28:30.0000000000,3.63284e+06
09:29:00.0000000000,3.63272e+06
09:29:30.0000000000,3.63422e+06
09:30:00.0000000000,3.63202e+06
09:30:30.0000000000,3.63403e+06
09:31:00.0000000000,3.63268e+06
09:31:30.0000000000,3.63084e+06
09:32:00.0000000000,3.63398e+06
09:32:30.0000000000,3.63183e+06
09:33:00.0000000000,3.63222e+06
09:33:30.0000000000,3.63272e+06
09:34:00.0000000000,3.63484e+06
09:34:30.0000000000,3.63378e+06
09:35:00.0000000000,3.63182e+06
09:35:30.0000000000,3.63073e+06
09:36:00.0000000000,3.63234e+06
09:36:30.0000000000,3.63304e+06
09:37:00.0000000000,3.63326e+06
09:37:30.0000000000,3.63292e+06
09:38:00.0000000000,3.63063e+06
09:38:30.0000000000,3.63038e+06
09:39:00.0000000000,3.63052e+06
09:39:30.0000000000,3.63082e+06
09:40:00.0000000000,3.63184e+06
09:40:30.0000000000,3.6317e+06
09:41:00.0000000000,3.63198e+06
09:41:30.0000000000,3.63248e+06
09:42:00.0000000000,3.63238e+06
09:42:30.0000000000,3.6318e+06
09:43:00.0000000000,3.63177e+06
09:43:30.0000000000,3.63158e+06
09:44:00.0000000000,3.63266e+06
09:44:30.0000000000,3.63243e+06
09:45:00.0000000000,3.63166e+06
09:45:30.0000000000,3.63229e+06
09:46:00.0000000000,3.63094e+06
09:46:30.0000000000,3.63073e+06
09:47:00.0000000000,3.63084e+06
09:47:30.0000000000,3.6307e+06
09:48:00.0000000000,3.63065e+06
09:48:30.0000000000,3.63072e+06
09:49:00.0000000000,3.63106e+06
09:49:30.0000000000,3.63077e+06
09:50:00.0000000000,3.63109e+06
09:50:30.0000000000,3.63002e+06
09:51:00.0000000000,3.62976e+06
09:51:30.0000000000,3.62988e+06
09:52:00.0000000000,3.62984e+06
09:52:30.0000000000,3.62973e+06
09:53:00.0000000000,3.63016e+06
09:53:30.0000000000,3.63004e+06
09:54:00.0000000000,3.62989e+06
09:54:30.0000000000,3.63125e+06
09:55:00.0000000000,3.6296e+06
09:55:30.0000000000,3.62992e+06
09:56:00.0000000000,3.62954e+06
09:56:30.0000000000,3.62992e+06
09:57:00.0000000000,3.63004e+06
09:57:30.0000000000,3.62992e+06
09:58:00.0000000000,3.63084e+06
09:58:30.0000000000,3.63084e+06
09:59:00.0000000000,3.63084e+06
09:59:30.0000000000,3.62932e+06
10:00:00.0000000000,3.62934e+06
10:00:30.0000000000,3.62956e+06
10:01:00.0000000000,3.62907e+06
10:01:30.0000000000,3.62902e+06
10:02:00.0000000000,3.62856e+06
10:02:30.0000000000,3.629e+06
10:03:00.0000000000,3.62962e+06
10:03:30.0000000000,3.62914e+06
10:04:00.0000000000,3.62939e+06
10:04:30.0000000000,3.62887e+06
10:05:00.0000000000,3.62925e+06
10:05:30.0000000000,3.62924e+06
10:06:00.0000000000,3.6288e+06
10:06:30.0000000000,3.62871e+06
10:07:00.0000000000,3.62959e+06
10:07:30.0000000000,3.62921e+06
10:08:00.0000000000,3.62942e+06
10:08:30.0000000000,3.62795e+06
10:09:00.0000000000,3.62764e+06
10:09:30.0000000000,3.62768e+06
10:10:00.0000000000,3.62724e+06
10:10:30.0000000000,3.62768e+06
10:11:00.0000000000,3.6282e+06
10:11:30.0000000000,3.62812e+06
10:12:00.0000000000,3.62685e+06
10:12:30.0000000000,3.62696e+06
10:13:00.0000000000,3.62735e+06
10:13:30.0000000000,3.62856e+06
10:14:00.0000000000,3.62866e+06
10:14:30.0000000000,3.62788e+06
10:15:00.0000000000,3.62791e+06
10:15:30.0000000000,3.62917e+06
10:16:00.0000000000,3.6303e+06
10:16:30.0000000000,3.63128e+06
10:17:00.0000000000,3.63102e+06
10:17:30.0000000000,3.63099e+06
10:18:00.0000000000,3.63126e+06
10:18:30.0000000000,3.6306e+06
10:19:00.0000000000,3.63001e+06
10:19:30.0000000000,3.62979e+06
10:20:00.0000000000,3.6291e+06
10:20:30.0000000000,3.62888e+06
10:21:00.0000000000,3.62744e+06
10:21:30.0000000000,3.62747e+06
10:22:00.0000000000,3.62758e+06
10:22:30.0000000000,3.62706e+06
10:23:00.0000000000,3.62687e+06
10:23:30.0000000000,3.6252e+06
10:24:00.0000000000,3.62649e+06
10:24:30.0000000000,3.62586e+06
10:25:00.0000000000,3.62568e+06
10:25:30.0000000000,3.62553e+06
10:26:00.0000000000,3.62456e+06
10:26:30.0000000000,3.6246e+06
10:27:00.0000000000,3.62398e+06
10:27:30.0000000000,3.62286e+06
10:28:00.0000000000,3.62348e+06
10:28:30.0000000000,3.62366e+06
10:29:00.0000000000,3.62424e+06
10:29:30.0000000000,3.62378e+06
10:30:00.0000000000,3.62389e+06
10:30:30.0000000000,3.62405e+06
10:31:00.0000000000,3.62398e+06
10:31:30.0000000000,3.62518e+06
10:32:00.0000000000,3.62512e+06
10:32:30.0000000000,3.62536e+06
10:33:00.0000000000,3.6251e+06
10:33:30.0000000000,3.62589e+06
10:34:00.0000000000,3.62553e+06
10:34:30.0000000000,3.62575e+06
10:35:00.0000000000,3.62537e+06
10:35:30.0000000000,3.62546e+06
10:36:00.0000000000,3.6251e+06
10:36:30.0000000000,3.62482e+06
10:37:00.0000000000,3.62428e+06
10:37:30.0000000000,3.62519e+06
10:38:00.0000000000,3.62436e+06
10:38:30.0000000000,3.62436e+06
10:39:00.0000000000,3.62324e+06
10:39:30.0000000000,3.62342e+06
10:40:00.0000000000,3.62309e+06
10:40:30.0000000000,3.62402e+06
10:41:00.0000000000,3.62492e+06
10:41:30.0000000000,3.62541e+06
10:42:00.0000000000,3.62504e+06
10:42:30.0000000000,3.62566e+06
10:43:00.0000000000,3.62568e+06
10:43:30.0000000000,3.62554e+06
10:44:00.0000000000,3.62601e+06
10:44:30.0000000000,3.62558e+06
10:45:00.0000000000,3.62588e+06
10:45:30.0000000000,3.6254e+06
10:46:00.0000000000,3.62642e+06
10:46:30.0000000000,3.62578e+06
10:47:00.0000000000,3.6254e+06
10:47:30.0000000000,3.62535e+06
10:48:00.0000000000,3.62536e+06
10:48:30.0000000000,3.62554e+06
10:49:00.0000000000,3.62498e+06
10:49:30.0000000000,3.62516e+06
10:50:00.0000000000,3.62478e+06
10:50:30.0000000000,3.62376e+06
10:51:00.0000000000,3.62355e+06
10:51:30.0000000000,3.62266e+06
10:52:00.0000000000,3.62279e+06
10:52:30.0000000000,3.62316e+06
10:53:00.0000000000,3.62312e+06
10:53:30.0000000000,3.62282e+06
10:54:00.0000000000,3.62263e+06
10:54:30.0000000000,3.62218e+06
10:55:00.0000000000,3.62192e+06
10:55:30.0000000000,3.6224e+06
10:56:00.0000000000,3.62298e+06
10:56:30.0000000000,3.62304e+06
10:57:00.0000000000,3.62266e+06
10:57:30.0000000000,3.62278e+06
10:58:00.0000000000,3.6234e+06
10:58:30.0000000000,3.62377e+06
10:59:00.0000000000,3.62334e+06
10:59:30.0000000000,3.62358e+06
11:00:00.0000000000,3.62389e+06
11:00:30.0000000000,3.62336e+06
11:01:00.0000000000,3.62284e+06
11:01:30.0000000000,3.62286e+06
11:02:00.0000000000,3.6229e+06
11:02:30.0000000000,3.62342e+06
11:03:00.0000000000,3.62372e+06
11:03:30.0000000000,3.62322e+06
11:04:00.0000000000,3.62376e+06
11:04:30.0000000000,3.62432e+06
11:05:00.0000000000,3.62445e+06
11:05:30.0000000000,3.62512e+06
11:06:00.0000000000,3.62482e+06
11:06:30.0000000000,3.62456e+06
11:07:00.0000000000,3.6249e+06
11:07:30.0000000000,3.62442e+06
11:08:00.0000000000,3.62526e+06
11:08:30.0000000000,3.62534e+06
11:09:00.0000000000,3.6258e+06
11:09:30.0000000000,3.62578e+06
11:10:00.0000000000,3.62558e+06
11:10:30.0000000000,3.62614e+06
11:11:00.0000000000,3.62646e+06
11:11:30.0000000000,3.6259e+06
11:12:00.0000000000,3.62455e+06
11:12:30.0000000000,3.62529e+06
11:13:00.0000000000,3.62608e+06
11:13:30.0000000000,3.62628e+06
11:14:00.0000000000,3.62558e+06
11:14:30.0000000000,3.62506e+06
11:15:00.0000000000,3.62448e+06
11:15:30.0000000000,3.62392e+06
11:16:00.0000000000,3.62414e+06
11:16:30.0000000000,3.62407e+06
11:17:00.0000000000,3.62418e+06
11:17:30.0000000000,3.62332e+06
11:18:00.0000000000,3.62314e+06
11:18:30.0000000000,3.6237e+06
11:19:00.0000000000,3.62428e+06
11:19:30.0000000000,3.62408e+06
11:20:00.0000000000,3.62386e+06
11:20:30.0000000000,3.62368e+06
11:21:00.0000000000,3.62372e+06
11:21:30.0000000000,3.62418e+06
11:22:00.0000000000,3.6246e+06
11:22:30.0000000000,3.62448e+06
11:23:00.0000000000,3.62496e+06
11:23:30.0000000000,3.62511e+06
11:24:00.0000000000,3.62556e+06
11:24:30.0000000000,3.62526e+06
11:25:00.0000000000,3.62531e+06
11:25:30.0000000000,3.6252e+06
11:26:00.0000000000,3.62553e+06
11:26:30.0000000000,3.62542e+06
11:27:00.0000000000,3.62518e+06
11:27:30.0000000000,3.62518e+06
11:28:00.0000000000,3.62499e+06
11:28:30.0000000000,3.62468e+06
11:29:00.0000000000,3.62479e+06
11:29:30.0000000000,3.62494e+06
11:30:00.0000000000,3.62456e+06
11:30:30.0000000000,3.62446e+06
11:31:00.0000000000,3.6248e+06
11:31:30.0000000000,3.6227e+06
11:32:00.0000000000,3.62303e+06
11:32:30.0000000000,3.62273e+06
11:33:00.0000000000,3.62303e+06
11:33:30.0000000000,3.6232e+06
11:34:00.0000000000,3.62329e+06
11:34:30.0000000000,3.62306e+06
11:35:00.0000000000,3.62286e+06
11:35:30.0000000000,3.62161e+06
11:36:00.0000000000,3.6217e+06
11:36:30.0000000000,3.6217e+06
11:37:00.0000000000,3.6233e+06
