time,price
09:15:30.0000000000,2.15479e+06
09:16:00.0000000000,2.15858e+06
09:16:30.0000000000,2.15581e+06
09:17:00.0000000000,2.1573e+06
09:17:30.0000000000,2.15868e+06
09:18:00.0000000000,2.15906e+06
09:18:30.0000000000,2.15847e+06
09:19:00.0000000000,2.16087e+06
09:19:30.0000000000,2.16048e+06
09:20:00.0000000000,2.16235e+06
09:20:30.0000000000,2.16188e+06
09:21:00.0000000000,2.16183e+06
09:21:30.0000000000,2.16052e+06
09:22:00.0000000000,2.15964e+06
09:22:30.0000000000,2.16114e+06
09:23:00.0000000000,2.16222e+06
09:23:30.0000000000,2.16181e+06
09:24:00.0000000000,2.15912e+06
09:24:30.0000000000,2.16142e+06
09:25:00.0000000000,2.16145e+06
09:25:30.0000000000,2.15895e+06
09:26:00.0000000000,2.16077e+06
09:26:30.0000000000,2.16054e+06
09:27:00.0000000000,2.16098e+06
09:27:30.0000000000,2.16006e+06
09:28:00.0000000000,2.1593e+06
09:28:30.0000000000,2.15984e+06
09:29:00.0000000000,2.16031e+06
09:29:30.0000000000,2.15596e+06
09:30:00.0000000000,2.1568e+06
09:30:30.0000000000,2.15241e+06
09:31:00.0000000000,2.15426e+06
09:31:30.0000000000,2.15558e+06
09:32:00.0000000000,2.15676e+06
09:32:30.0000000000,2.1584e+06
09:33:00.0000000000,2.15718e+06
09:33:30.0000000000,2.15772e+06
09:34:00.0000000000,2.15652e+06
09:34:30.0000000000,2.16101e+06
09:35:00.0000000000,2.15914e+06
09:35:30.0000000000,2.16078e+06
09:36:00.0000000000,2.16046e+06
09:36:30.0000000000,2.16148e+06
09:37:00.0000000000,2.1621e+06
09:37:30.0000000000,2.16136e+06
09:38:00.0000000000,2.16185e+06
09:38:30.0000000000,2.16018e+06
09:39:00.0000000000,2.1608e+06
09:39:30.0000000000,2.15998e+06
09:40:00.0000000000,2.15992e+06
09:40:30.0000000000,2.1607e+06
09:41:00.0000000000,2.16081e+06
09:41:30.0000000000,2.1622e+06
09:42:00.0000000000,2.16164e+06
09:42:30.0000000000,2.16136e+06
09:43:00.0000000000,2.16084e+06
09:43:30.0000000000,2.15836e+06
09:44:00.0000000000,2.15832e+06
09:44:30.0000000000,2.15952e+06
09:45:00.0000000000,2.16102e+06
09:45:30.0000000000,2.16176e+06
09:46:00.0000000000,2.16066e+06
09:46:30.0000000000,2.16018e+06
09:47:00.0000000000,2.16039e+06
09:47:30.0000000000,2.16062e+06
09:48:00.0000000000,2.1597e+06
09:48:30.0000000000,2.15951e+06
09:49:00.0000000000,2.16021e+06
09:49:30.0000000000,2.1607e+06
09:50:00.0000000000,2.1612e+06
09:50:30.0000000000,2.16122e+06
09:51:00.0000000000,2.16137e+06
09:51:30.0000000000,2.16026e+06
09:52:00.0000000000,2.16014e+06
09:52:30.0000000000,2.16015e+06
09:53:00.0000000000,2.16058e+06
09:53:30.0000000000,2.16078e+06
09:54:00.0000000000,2.16056e+06
09:54:30.0000000000,2.15947e+06
09:55:00.0000000000,2.1602e+06
09:55:30.0000000000,2.15992e+06
09:56:00.0000000000,2.15844e+06
09:56:30.0000000000,2.15916e+06
09:57:00.0000000000,2.15963e+06
09:57:30.0000000000,2.15958e+06
09:58:00.0000000000,2.15967e+06
09:58:30.0000000000,2.15978e+06
09:59:00.0000000000,2.15976e+06
09:59:30.0000000000,2.15931e+06
