Time,Bnft_Vega_Pnl,Bnft_Vega,Nifty_Vega_Pnl,Nifty_Vega,Bnft_Delta_Pnl,Bnft_Delta,Nifty_Delta_Pnl,Nifty_Delta,Bnft_Theta_Pnl,Bnft_Theta,Nifty_Theta_Pnl,Nifty_Theta,Total_Bnft_Pnl,Total_Nifty_Pnl,Mean,Indicator,Beta,Regression_Error,Theo_Margin,Actual_Margin,Bnft_Slippage,Nifty_Slippage,Theo_P_Bnft,Actual_P_Bnft,Theo_C_Bnft,Actual_C_Bnft,Theo_P_Nifty,Actual_P_Nifty,Theo_C_Nifty,Actual_C_Nifty
09:16:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628476,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:16:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842616,0.00374365,0.626167,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:17:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136596,0.163833,0.629066,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:17:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749553,-0.227601,0.62875,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:18:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331713,-0.386655,0.626288,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:18:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790202,-0.106675,0.624866,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:19:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695268,0.0381437,0.624768,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:19:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415779,0.08224,0.625215,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:20:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140962,0.10703,0.625772,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:20:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00885674,0.00918124,0.625866,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
