Time,Bnft_Vega_Pnl,Bnft_Vega,Nifty_Vega_Pnl,Nifty_Vega,Bnft_Delta_Pnl,Bnft_Delta,Nifty_Delta_Pnl,Nifty_Delta,Bnft_Theta_Pnl,Bnft_Theta,Nifty_Theta_Pnl,Nifty_Theta,Total_Bnft_Pnl,Total_Nifty_Pnl,Mean,Indicator,Beta,Regression_Error,Theo_Margin,Actual_Margin,Bnft_Slippage,Nifty_Slippage,Theo_P_Bnft,Actual_P_Bnft,Theo_C_Bnft,Actual_C_Bnft,Theo_P_Nifty,Actual_P_Nifty,Theo_C_Nifty,Actual_C_Nifty
09:16:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77556e-15,-2.77556e-15,0.585615,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:16:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693706,0.189036,0.581849,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:17:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806668,0.0168202,0.584536,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:17:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698261,0.0720779,0.585273,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:18:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840449,0.130487,0.586715,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:18:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960013,0.0839722,0.587984,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:19:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857911,-0.0110612,0.588246,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:19:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662247,-0.103917,0.587939,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:20:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371935,-0.243263,0.587067,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:20:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161153,-0.108646,0.58635,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:21:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558174,-0.0694381,0.585981,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:21:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000918584,-0.0383166,0.585808,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:22:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00329473,-0.0973583,0.585641,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:22:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00556288,0.0340633,0.585535,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:23:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00100516,0.0423687,0.585704,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:23:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00509503,-0.00693577,0.585534,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:24:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407154,0.178398,0.58589,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:24:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158787,0.173287,0.586377,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:25:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328434,0.397014,0.587097,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:25:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668725,0.930508,0.588525,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:26:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122598,1.14897,0.5909,0.35,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:26:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166421,0.6388,0.59292,0.399175,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:27:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189789,0.718149,0.594164,0.41607,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:27:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214418,0.756462,0.595491,0.436554,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:28:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242366,0.880246,0.596985,0.463872,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:28:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265087,0.765287,0.598299,0.482932,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:29:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282559,0.620358,0.599424,0.494544,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:29:30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286123,0.0786018,0.600003,0.491788,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263932,-0.620892,0.599482,0.487733,0,4e+07,0,0,0,0,0,0,0,0,0,0
09:30:30.0,-87826.1,-8.80341e+06,53584.6,1.57368e+07,-8723.32,174.25,3805.97,-443.25,66.4071,422270,-66.4473,-420210,-105518,52271.7,0.222134,-1.20267,0.59796,0.510536,4.11753e+07,510530,17.5,-1387.5,-127,-127,-222,-222,184,184,284,282
09:31:00.0,34918.2,-9.23689e+06,-10286.8,1.65047e+07,-3447.45,-9.50003,1879.32,264.75,214.496,424910,-216.983,-431355,18704.5,-11431.1,0.191084,-0.75267,0.596879,0.520015,4.11753e+07,-1.18662e+06,-148.75,-1515,-131,-131,-232,-232,191,191,295,295
09:31:30.0,23465.4,-9.18906e+06,5445.76,1.64575e+07,-3689.23,31.25,1202.78,-16.5,361.295,424403,-366.265,-432450,8141.97,3136.73,0.161421,-0.739495,0.595828,0.528149,4.11753e+07,-1.18662e+06,-148.75,-1515,-131,-131,-232,-232,191,191,295,295
09:32:00.0,-7771.19,-9.14571e+06,62160,1.64464e+07,-5815.44,98.75,2340.24,-297,509.63,426957,-518.392,-441195,-23259.1,58508.8,0.13519,-0.599225,0.59487,0.533904,4.11753e+07,-1.18662e+06,-148.75,-1515,-131,-131,-232,-232,191,191,295,295
09:32:30.0,1457.28,-4.73785e+06,127000,8.44976e+06,-5709.82,76.5,8062.47,-316.5,644.39,219993,-659.481,-231517,-11003.1,129468,0.123167,-0.0542218,0.594515,0.528755,1.73535e+07,-1.18662e+06,-148.75,-1515,-60,-69,-97,-116,84,96,128,153
09:33:00.0,13077.2,0,128138,0,-5065.28,0,7458.33,0,654.06,0,-669.78,0,1721.92,131775,0.115451,-0.157119,0.594339,0.522322,0,-1.18662e+06,-148.75,-1515,0,0,0,0,0,0,0,0
09:33:30.0,13077.2,0,128138,0,-5065.28,0,7458.33,0,654.06,0,-669.78,0,1721.92,131775,0.105374,-0.11881,0.594044,0.516457,0,-1.18662e+06,-148.75,-1515,0,0,0,0,0,0,0,0
