time,price
09:15:30.0000000000,1.54177e+06
09:16:00.0000000000,1.54158e+06
09:16:30.0000000000,1.54214e+06
09:17:00.0000000000,1.54186e+06
09:17:30.0000000000,1.54132e+06
09:18:00.0000000000,1.5415e+06
09:18:30.0000000000,1.54086e+06
09:19:00.0000000000,1.5404e+06
09:19:30.0000000000,1.54032e+06
09:20:00.0000000000,1.54039e+06
09:20:30.0000000000,1.53792e+06
09:21:00.0000000000,1.53662e+06
09:21:30.0000000000,1.53561e+06
09:22:00.0000000000,1.53649e+06
09:22:30.0000000000,1.53615e+06
09:23:00.0000000000,1.53638e+06
09:23:30.0000000000,1.53679e+06
09:24:00.0000000000,1.53646e+06
09:24:30.0000000000,1.53601e+06
09:25:00.0000000000,1.53622e+06
09:25:30.0000000000,1.5357e+06
09:26:00.0000000000,1.535e+06
09:26:30.0000000000,1.53526e+06
09:27:00.0000000000,1.5347e+06
09:27:30.0000000000,1.5339e+06
09:28:00.0000000000,1.535e+06
09:28:30.0000000000,1.53542e+06
09:29:00.0000000000,1.53512e+06
09:29:30.0000000000,1.53472e+06
09:30:00.0000000000,1.53476e+06
09:30:30.0000000000,1.5339e+06
09:31:00.0000000000,1.53369e+06
09:31:30.0000000000,1.53362e+06
09:32:00.0000000000,1.5334e+06
09:32:30.0000000000,1.53317e+06
09:33:00.0000000000,1.53282e+06
09:33:30.0000000000,1.53278e+06
09:34:00.0000000000,1.53342e+06
09:34:30.0000000000,1.53233e+06
09:35:00.0000000000,1.53206e+06
09:35:30.0000000000,1.5322e+06
09:36:00.0000000000,1.53254e+06
09:36:30.0000000000,1.53296e+06
09:37:00.0000000000,1.53323e+06
09:37:30.0000000000,1.53352e+06
09:38:00.0000000000,1.53373e+06
09:38:30.0000000000,1.53402e+06
09:39:00.0000000000,1.5338e+06
09:39:30.0000000000,1.53338e+06
09:40:00.0000000000,1.53331e+06
09:40:30.0000000000,1.53238e+06
09:41:00.0000000000,1.53166e+06
09:41:30.0000000000,1.53214e+06
09:42:00.0000000000,1.53239e+06
09:42:30.0000000000,1.53164e+06
09:43:00.0000000000,1.53137e+06
09:43:30.0000000000,1.5316e+06
09:44:00.0000000000,1.5316e+06
09:44:30.0000000000,1.53115e+06
09:45:00.0000000000,1.53174e+06
09:45:30.0000000000,1.53224e+06
09:46:00.0000000000,1.53216e+06
09:46:30.0000000000,1.53234e+06
09:47:00.0000000000,1.53258e+06
09:47:30.0000000000,1.53276e+06
09:48:00.0000000000,1.53274e+06
09:48:30.0000000000,1.53268e+06
09:49:00.0000000000,1.53258e+06
09:49:30.0000000000,1.53175e+06
09:50:00.0000000000,1.5312e+06
